700, 0.5466499370745843
989, 0.5664748490085093
1111, 0.5754965002235587
1571, 0.5993727043491924
1763, 0.6074427409801137
2494, 0.6270439083250725
2800, 0.63260646447521
3959, 0.6546473531867396
4444, 0.6606725175348245
6284, 0.6793439373439458
7055, 0.6866404258363167
9978, 0.7069030861306239
11200, 0.7136919470540112
15839, 0.7375723685467027
17778, 0.7458366302423896
25143, 0.7743268315582984
28222, 0.7846396235935483
39912, 0.8194720741139465
44800, 0.8323298459731456
63356, 0.8760042711247926
