Dataset size,Sample fraction,Hopkins Statistics
100054,0.1,0.01128680617027
100054,0.1,0.011238343683175
100054,0.2,0.011501023520945
100054,0.2,0.011294543453354
100054,0.3,0.011585015919309
100054,0.3,0.011646669994946
100054,0.4,0.011828156234608
100054,0.4,0.011817789685604
