2,56443.28472971862
3,50441.918205300455
4,45096.86829363329
5,42507.291220428204
6,40457.790402431805
7,39571.27213909859
8,37706.85686571431
9,36612.63189062823
10,35515.62401836635
11,34955.753449846736
12,33982.42977871
13,33301.7990994431
14,33513.76405813399
15,32122.323381652302
16,31428.263321525144
17,31956.999387907515
18,30633.018908759368
19,30250.878114626066
20,29432.37721339353
21,29119.29194590338
22,29509.365936769267
23,29214.193618664267
24,28412.519707423846
25,28162.27337776695
26,27970.443483636307
27,27673.973753087103
28,27220.587261977325
29,27266.175025916476
30,26557.620234662652
31,26652.26929210119
32,26257.392641230133
33,26022.855725747813
34,25710.38285162432
35,25670.35858073059
36,25526.65773487859
37,25384.999986457096
38,25207.540571415226
39,25209.557281820526
40,24866.437890893947
41,24712.702759124226
42,24433.614346817063
43,24307.50226825579
44,23994.860042002852
45,24066.149052962224
46,24155.798908424775
47,23746.493333865048
48,23738.49382741843
49,23608.651695495766
50,23616.642291617467
51,23299.69985213521
52,23145.51725547926
53,23135.48872117241
54,23241.21889647602
55,23012.779045273266
56,23151.161598587252
57,22795.43169459326
58,22650.811015581676
59,22581.992106687252
60,22580.425504403494
61,22387.24842138527
62,22284.918829319788
63,22098.1321569744
64,22333.5832321493
65,22087.16034252943
66,21689.370515410505
67,21694.89115033533
68,21890.48042323131
69,21561.975117994087
70,21708.764061955288
71,21386.92809727331
72,21473.012023766347
73,21295.043368665603
74,21416.37886271576
75,21006.520854415816
76,21267.446956768836
77,21007.80571582008
78,21143.698498118272
79,20883.375814930205
80,20823.796256117832
81,20813.401717859284
82,20771.387921098587
83,20776.14986101116
84,20532.644994315284
85,20636.573020029624
86,20591.01637095457
87,20359.211499518206
88,20547.220903534446
89,20579.926352686907
90,20313.742367145893
91,20228.845347340946
92,20086.47168579733
93,20085.8094494459
94,20212.10020930841
95,19958.50630698316
96,20076.21469940716
97,19977.954168122185
98,19917.62056001341
99,19802.692081987218
100,19778.814393446337
150,18193.441258118615
200,17076.066124210396
250,16235.88848442646
300,15694.501061123463
350,15209.354257658923
700,13314.749040928935
989,12363.937591734062
1111,12079.649610566004
1400,11628.882904479611
1571,11304.455537348911
1763,11053.567975006634
2494,10323.358487020752
2800,10041.659715493299
3959,9328.457233908483
4444,9073.115161324804
6285,8289.975956867767
7055,7978.006908729718
9978,7135.591210181816
11200,6834.092090476939
15839,5878.8339561213625
17778,5525.685648919067
25143,4446.243669467825
28222,4039.555939029792
39912,2777.1587746855466
44800,2334.6314672098542
63356,1021.1347096200616
